ma_tin,tinh_thanh,loai_bat_dong_san,dien_tich_m2,so_phong_ngu,huong_nha,thang_dang_tin,nam_dang_tin,gia_ban_ty_vnd
BDS_25257,TP. Hồ Chí Minh,Chung cư,292,5,Tây Bắc,8,2024,13.87
BDS_25258,Đà Nẵng,Chung cư,342,3,Tây Nam,3,2026,16.41
BDS_25259,Hà Nội,Nhà mặt phố,154,1,Chính Nam,3,2026,19.89
BDS_25260,TP. Hồ Chí Minh,Chung cư,78,1,Tây Bắc,10,2024,5.86
BDS_25261,TP. Hồ Chí Minh,Biệt thự,50,5,Tây Nam,7,2024,7.23
BDS_25262,Hà Nội,Chung cư,297,3,Đông Nam,4,2026,12.91
BDS_25263,Hà Nội,Chung cư,179,3,Chính Nam,6,2024,12.91
BDS_25264,TP. Hồ Chí Minh,Đất nền,38,1,Đông Nam,7,2025,4.55
BDS_25265,TP. Hồ Chí Minh,Biệt thự,256,5,Chính Nam,2,2026,76.61
BDS_25266,Hà Nội,Nhà mặt phố,232,3,Tây Bắc,3,2026,39.14
BDS_25267,TP. Hồ Chí Minh,Nhà mặt phố,235,2,Chính Đông,4,2024,43.23
BDS_25268,Hà Nội,Nhà mặt phố,275,1,Tây Nam,7,2025,29.44
BDS_25269,Hà Nội,Nhà mặt phố,188,3,Đông Nam,5,2025,22.47
BDS_25270,TP. Hồ Chí Minh,Chung cư,160,3,Đông Nam,8,2024,12.25
BDS_25271,Hà Nội,Đất nền,274,1,Đông Nam,11,2024,26.5
BDS_25272,TP. Hồ Chí Minh,Nhà mặt phố,328,5,Chính Nam,5,2024,62.55
BDS_25273,Hà Nội,Nhà mặt phố,205,4,Chính Đông,9,2025,25.43
BDS_25274,TP. Hồ Chí Minh,Chung cư,52,3,Chính Nam,4,2026,4.44
BDS_25275,TP. Hồ Chí Minh,Chung cư,115,1,Tây Nam,3,2026,9.93
BDS_25276,Bình Dương,Nhà mặt phố,300,2,Tây Bắc,2,2025,23.87
BDS_25277,Hà Nội,Nhà mặt phố,331,3,Chính Đông,10,2024,58.62
BDS_25278,TP. Hồ Chí Minh,Nhà mặt phố,279,5,Tây Bắc,3,2026,38.04
BDS_25279,Hà Nội,Đất nền,43,2,Tây Nam,3,2026,6.47
BDS_25280,TP. Hồ Chí Minh,Đất nền,77,3,Chính Nam,9,2024,6.21
BDS_25281,TP. Hồ Chí Minh,Chung cư,330,5,Đông Nam,3,2026,28.26
BDS_25282,Hà Nội,Đất nền,181,5,Tây Nam,3,2026,17.38
BDS_25283,TP. Hồ Chí Minh,Nhà mặt phố,48,2,Chính Đông,4,2025,5.49
BDS_25284,Hà Nội,Đất nền,347,5,Đông Nam,2,2025,44.83
BDS_25285,Hà Nội,Đất nền,266,4,Chính Đông,9,2025,16.31
BDS_25286,Hà Nội,Chung cư,76,5,Tây Nam,11,2025,5.55
BDS_25287,TP. Hồ Chí Minh,Chung cư,157,2,Đông Nam,12,2024,5.96
BDS_25288,TP. Hồ Chí Minh,Nhà mặt phố,335,1,Tây Nam,6,2024,47.54
BDS_25289,Hà Nội,Chung cư,92,5,Tây Bắc,4,2026,7.04
BDS_25290,TP. Hồ Chí Minh,Chung cư,324,4,Chính Nam,10,2024,16.87
BDS_25291,Hà Nội,Chung cư,123,3,Tây Nam,1,2025,5.36
BDS_25292,Hà Nội,Biệt thự,41,2,Chính Đông,3,2025,12.54
BDS_25293,TP. Hồ Chí Minh,Chung cư,269,2,Đông Nam,5,2026,22.37
BDS_25294,TP. Hồ Chí Minh,Đất nền,114,1,Tây Nam,11,2025,14.1
BDS_25295,Hà Nội,Biệt thự,246,2,Đông Nam,2,2025,60.73
BDS_25296,Hà Nội,Biệt thự,344,4,Tây Nam,7,2025,64.27
BDS_25297,Đà Nẵng,Nhà mặt phố,189,2,Đông Nam,8,2025,25.03
BDS_25298,Hà Nội,Nhà mặt phố,243,4,Tây Bắc,1,2025,45.36
BDS_25299,Hà Nội,Chung cư,280,3,Chính Đông,2,2026,19.1
BDS_25300,TP. Hồ Chí Minh,Đất nền,129,2,Tây Nam,2,2025,18.44
BDS_25301,TP. Hồ Chí Minh,Chung cư,57,1,Đông Nam,4,2024,3.03
BDS_25302,TP. Hồ Chí Minh,Chung cư,328,5,Tây Nam,11,2024,11.62
BDS_25303,Thái Nguyên,Chung cư,146,3,Chính Đông,10,2025,3.68
BDS_25304,Hà Nội,Chung cư,78,4,Chính Đông,8,2025,5.5
BDS_25305,TP. Hồ Chí Minh,Đất nền,214,5,Chính Nam,12,2024,23.12
BDS_25306,Hà Nội,Chung cư,43,3,Chính Đông,12,2024,2.3
BDS_25307,TP. Hồ Chí Minh,Chung cư,36,3,Chính Nam,3,2026,2.65
BDS_25308,Đà Nẵng,Chung cư,85,3,Đông Nam,3,2026,3.63
BDS_25309,TP. Hồ Chí Minh,Đất nền,252,3,Chính Đông,4,2025,39.02
BDS_25310,TP. Hồ Chí Minh,Đất nền,204,4,Chính Đông,12,2025,23.44
BDS_25311,Đà Nẵng,Nhà mặt phố,140,1,Chính Đông,1,2024,11.14
BDS_25312,Hà Nội,Nhà mặt phố,115,2,Tây Bắc,2,2025,19.55
BDS_25313,TP. Hồ Chí Minh,Chung cư,101,2,Tây Bắc,3,2026,6.18
BDS_25314,Thái Nguyên,Chung cư,45,2,Chính Đông,3,2025,0.7
BDS_25315,TP. Hồ Chí Minh,Biệt thự,277,5,Tây Bắc,12,2024,65.66
BDS_25316,Hà Nội,Chung cư,182,2,Tây Nam,8,2024,6.78
BDS_25317,Hà Nội,Đất nền,202,1,Tây Nam,3,2024,27.08
BDS_25318,Hà Nội,Chung cư,207,3,Tây Bắc,9,2025,16.68
BDS_25319,Hà Nội,Chung cư,240,4,Tây Nam,8,2025,14.84
BDS_25320,TP. Hồ Chí Minh,Đất nền,150,2,Chính Đông,11,2025,17.83
BDS_25321,Hà Nội,Nhà mặt phố,162,4,Chính Đông,6,2025,26.77
BDS_25322,Hà Nội,Đất nền,318,5,Tây Nam,5,2024,37.77
BDS_25323,TP. Hồ Chí Minh,Chung cư,222,2,Tây Bắc,4,2026,17.08
BDS_25324,TP. Hồ Chí Minh,Nhà mặt phố,61,1,Chính Đông,9,2024,10.61
BDS_25325,TP. Hồ Chí Minh,Đất nền,314,4,Đông Nam,1,2025,35.59
BDS_25326,TP. Hồ Chí Minh,Đất nền,308,1,Chính Đông,6,2024,26.25
BDS_25327,Hà Nội,Nhà mặt phố,231,3,Chính Nam,10,2025,22.78
BDS_25328,Hà Nội,Biệt thự,217,5,Chính Đông,1,2024,47.17
BDS_25329,Hà Nội,Nhà mặt phố,204,5,Tây Bắc,9,2024,37.89
BDS_25330,TP. Hồ Chí Minh,Đất nền,104,5,Tây Bắc,12,2025,11.41
BDS_25331,Hà Nội,Chung cư,225,1,Chính Đông,6,2024,7.88
BDS_25332,TP. Hồ Chí Minh,Chung cư,50,1,Đông Nam,10,2024,2.25
BDS_25333,Hà Nội,Đất nền,35,3,Đông Nam,5,2025,2.22
BDS_25334,Bình Dương,Nhà mặt phố,132,4,Đông Nam,9,2024,7.57
BDS_25335,TP. Hồ Chí Minh,Nhà mặt phố,138,5,Đông Nam,1,2024,11.09
BDS_25336,TP. Hồ Chí Minh,Chung cư,65,3,Tây Bắc,2,2026,3.78
BDS_25337,TP. Hồ Chí Minh,Chung cư,260,4,Đông Nam,5,2025,13.91
BDS_25338,TP. Hồ Chí Minh,Chung cư,300,3,Đông Nam,2,2025,22.15
BDS_25339,TP. Hồ Chí Minh,Chung cư,294,4,Chính Đông,9,2024,15.16
BDS_25340,Bình Dương,Chung cư,76,4,Tây Nam,3,2026,3.76
BDS_25341,TP. Hồ Chí Minh,Biệt thự,115,4,Tây Nam,6,2025,30.06
BDS_25342,Đà Nẵng,Chung cư,46,3,Đông Nam,12,2024,2.17
BDS_25343,Hà Nội,Chung cư,319,1,Đông Nam,11,2025,19.79
BDS_25344,Đà Nẵng,Nhà mặt phố,331,4,Tây Nam,3,2026,47.62
BDS_25345,Hà Nội,Nhà mặt phố,261,2,Đông Nam,11,2024,27.1
BDS_25346,Hà Nội,Đất nền,247,1,Đông Nam,11,2024,27.48
BDS_25347,TP. Hồ Chí Minh,Nhà mặt phố,315,3,Chính Đông,3,2026,43.08
BDS_25348,Hà Nội,Chung cư,169,2,Tây Bắc,2,2025,12.88
BDS_25349,Hà Nội,Nhà mặt phố,129,2,Tây Nam,4,2026,15.99
BDS_25350,Hà Nội,Chung cư,292,4,Đông Nam,11,2025,15.35
BDS_25351,TP. Hồ Chí Minh,Chung cư,178,2,Tây Bắc,3,2024,13.3
BDS_25352,Thái Nguyên,Biệt thự,120,2,Chính Nam,7,2025,10.1
BDS_25353,TP. Hồ Chí Minh,Đất nền,30,4,Đông Nam,11,2025,4.61
BDS_25354,Đà Nẵng,Đất nền,107,1,Đông Nam,2,2024,7.85
BDS_25355,TP. Hồ Chí Minh,Chung cư,334,2,Tây Nam,6,2024,26.32
BDS_25356,Hà Nội,Chung cư,223,4,Chính Đông,4,2026,18.87
BDS_25357,Hà Nội,Nhà mặt phố,183,2,Chính Nam,2,2025,29.39
BDS_25358,TP. Hồ Chí Minh,Chung cư,236,2,Đông Nam,10,2025,16.76
BDS_25359,Hà Nội,Đất nền,81,2,Đông Nam,12,2024,9.89
BDS_25360,Hà Nội,Chung cư,196,2,Đông Nam,6,2025,11.69
BDS_25361,TP. Hồ Chí Minh,Nhà mặt phố,269,5,Tây Nam,11,2024,30.69
BDS_25362,TP. Hồ Chí Minh,Nhà mặt phố,251,1,Tây Nam,12,2025,49.84
BDS_25363,Hà Nội,Đất nền,268,2,Đông Nam,11,2024,15.22
BDS_25364,Đà Nẵng,Chung cư,346,1,Tây Nam,12,2024,14.31
BDS_25365,TP. Hồ Chí Minh,Chung cư,39,2,Tây Nam,2,2026,2.55
BDS_25366,TP. Hồ Chí Minh,Đất nền,278,2,Tây Nam,9,2025,42.97
BDS_25367,Bình Dương,Chung cư,260,2,Tây Bắc,3,2025,12.43
BDS_25368,Hà Nội,Đất nền,283,1,Tây Bắc,12,2025,35.52
BDS_25369,TP. Hồ Chí Minh,Chung cư,280,3,Chính Nam,10,2025,14.87
BDS_25370,Đà Nẵng,Đất nền,336,5,Đông Nam,3,2024,32.44
BDS_25371,TP. Hồ Chí Minh,Đất nền,200,4,Chính Nam,3,2025,26.09
BDS_25372,TP. Hồ Chí Minh,Đất nền,324,3,Chính Nam,3,2026,21.58
BDS_25373,TP. Hồ Chí Minh,Nhà mặt phố,123,3,Chính Đông,7,2024,22.11
BDS_25374,TP. Hồ Chí Minh,Chung cư,42,1,Tây Nam,3,2026,3.2
BDS_25375,Hà Nội,Chung cư,280,3,Chính Nam,4,2025,13.79
BDS_25376,Bình Dương,Nhà mặt phố,71,3,Chính Đông,8,2024,3.93
BDS_25377,Đà Nẵng,Chung cư,311,2,Tây Nam,1,2025,8.01
BDS_25378,Đà Nẵng,Chung cư,88,5,Chính Đông,2,2024,3.73
BDS_25379,TP. Hồ Chí Minh,Chung cư,188,5,Chính Đông,5,2025,7.78
BDS_25380,Hà Nội,Chung cư,312,1,Tây Bắc,9,2025,10.31
BDS_25381,Hà Nội,Đất nền,219,5,Chính Đông,12,2025,21.26
BDS_25382,Đà Nẵng,Chung cư,342,3,Tây Nam,10,2024,17.52
BDS_25383,Hà Nội,Biệt thự,233,3,Chính Đông,2,2024,58.53
BDS_25384,Hà Nội,Chung cư,81,5,Chính Đông,11,2024,4.13
BDS_25385,TP. Hồ Chí Minh,Chung cư,324,2,Chính Đông,3,2026,18.17
BDS_25386,TP. Hồ Chí Minh,Chung cư,158,1,Chính Đông,6,2025,10.68
BDS_25387,TP. Hồ Chí Minh,Nhà mặt phố,45,2,Chính Đông,1,2024,8.57
BDS_25388,TP. Hồ Chí Minh,Chung cư,243,5,Chính Nam,3,2026,19.42
BDS_25389,TP. Hồ Chí Minh,Chung cư,74,1,Chính Đông,7,2025,3.2
BDS_25390,Đà Nẵng,Chung cư,191,3,Chính Nam,11,2025,9.52
BDS_25391,Hà Nội,Nhà mặt phố,51,1,Đông Nam,1,2024,8.79
BDS_25392,Hà Nội,Chung cư,107,4,Đông Nam,7,2024,7.07
BDS_25393,TP. Hồ Chí Minh,Nhà mặt phố,160,5,Chính Đông,12,2024,15.63
BDS_25394,Bình Dương,Biệt thự,67,1,Tây Nam,3,2026,8.34
BDS_25395,Hà Nội,Chung cư,234,3,Tây Bắc,9,2025,17.36
BDS_25396,Hà Nội,Chung cư,31,4,Chính Nam,12,2025,1.6
BDS_25397,TP. Hồ Chí Minh,Nhà mặt phố,83,4,Chính Đông,6,2025,16.61
BDS_25398,TP. Hồ Chí Minh,Chung cư,137,1,Tây Nam,3,2026,5.55
BDS_25399,Bình Dương,Chung cư,327,1,Tây Bắc,11,2025,7.87
BDS_25400,Thái Nguyên,Nhà mặt phố,215,1,Tây Nam,11,2025,19.89
BDS_25401,TP. Hồ Chí Minh,Nhà mặt phố,192,1,Tây Bắc,10,2025,19.99
BDS_25402,TP. Hồ Chí Minh,Chung cư,218,4,Tây Bắc,11,2025,12.1
BDS_25403,Hà Nội,Đất nền,71,3,Chính Đông,3,2025,7.58
BDS_25404,TP. Hồ Chí Minh,Chung cư,184,5,Đông Nam,2,2025,14.21
BDS_25405,TP. Hồ Chí Minh,Biệt thự,49,3,Tây Nam,3,2025,11.69
BDS_25406,Hà Nội,Nhà mặt phố,306,5,Tây Nam,6,2025,45.48
BDS_25407,Hà Nội,Đất nền,122,4,Chính Đông,12,2025,10.45
BDS_25408,Thái Nguyên,Đất nền,51,5,Chính Nam,2,2026,1.9
BDS_25409,TP. Hồ Chí Minh,Nhà mặt phố,128,3,Đông Nam,10,2024,18.83
BDS_25410,TP. Hồ Chí Minh,Đất nền,258,4,Tây Nam,3,2026,33.89
BDS_25411,Hà Nội,Chung cư,58,2,Tây Bắc,4,2024,3.89
BDS_25412,TP. Hồ Chí Minh,Chung cư,69,4,Chính Đông,6,2024,4.42
BDS_25413,Đà Nẵng,Đất nền,56,5,Tây Nam,9,2025,4.03
BDS_25414,Hà Nội,Chung cư,128,1,Đông Nam,11,2024,5.68
BDS_25415,TP. Hồ Chí Minh,Đất nền,169,5,Chính Nam,2,2025,11.89
BDS_25416,Hà Nội,Chung cư,139,4,Tây Bắc,4,2024,8.24
BDS_25417,TP. Hồ Chí Minh,Nhà mặt phố,211,4,Tây Nam,3,2026,37.81
BDS_25418,Bình Dương,Biệt thự,285,1,Tây Nam,3,2026,53.6
BDS_25419,TP. Hồ Chí Minh,Nhà mặt phố,326,1,Chính Đông,5,2025,59.63
BDS_25420,Thái Nguyên,Nhà mặt phố,101,3,Tây Bắc,2,2024,7.29
BDS_25421,Thái Nguyên,Nhà mặt phố,208,2,Chính Nam,3,2025,9.61
BDS_25422,Bình Dương,Đất nền,127,2,Đông Nam,3,2025,10.96
BDS_25423,Thái Nguyên,Chung cư,237,3,Tây Nam,3,2026,5.4
BDS_25424,Hà Nội,Chung cư,144,1,Chính Nam,2,2026,6.01
BDS_25425,Bình Dương,Nhà mặt phố,271,4,Tây Bắc,10,2025,34.27
BDS_25426,Hà Nội,Nhà mặt phố,110,3,Đông Nam,7,2025,21.86
BDS_25427,Hà Nội,Nhà mặt phố,310,5,Tây Nam,12,2025,55.72
BDS_25428,Hà Nội,Đất nền,174,1,Tây Bắc,4,2025,19.54
BDS_25429,Hà Nội,Chung cư,283,5,Chính Nam,9,2025,18.52
BDS_25430,TP. Hồ Chí Minh,Nhà mặt phố,138,3,Tây Nam,6,2025,14.52
BDS_25431,TP. Hồ Chí Minh,Chung cư,234,4,Tây Nam,8,2025,9.26
BDS_25432,Hà Nội,Nhà mặt phố,75,5,Đông Nam,1,2025,8.63
BDS_25433,TP. Hồ Chí Minh,Chung cư,51,5,Tây Bắc,3,2024,2.06
BDS_25434,TP. Hồ Chí Minh,Chung cư,340,5,Tây Bắc,3,2026,15.63
BDS_25435,TP. Hồ Chí Minh,Nhà mặt phố,32,3,Tây Bắc,3,2026,4.04
BDS_25436,Hà Nội,Nhà mặt phố,319,1,Chính Nam,7,2025,52.03
BDS_25437,Hà Nội,Chung cư,149,1,Tây Bắc,5,2025,8.99
BDS_25438,Hà Nội,Đất nền,289,4,Tây Nam,6,2024,23.05
BDS_25439,Hà Nội,Chung cư,287,5,Tây Nam,3,2026,18.89
BDS_25440,TP. Hồ Chí Minh,Nhà mặt phố,343,4,Đông Nam,10,2025,32.08
BDS_25441,TP. Hồ Chí Minh,Chung cư,170,5,Chính Đông,11,2025,13.4
BDS_25442,Hà Nội,Nhà mặt phố,283,4,Chính Nam,5,2024,22.43
BDS_25443,Hà Nội,Nhà mặt phố,322,4,Tây Bắc,3,2024,39.3
BDS_25444,Hà Nội,Chung cư,165,3,Chính Nam,3,2026,8.66
BDS_25445,Bình Dương,Biệt thự,219,5,Tây Nam,6,2025,31.41
BDS_25446,Hà Nội,Đất nền,126,2,Chính Đông,11,2025,13.18
BDS_25447,Đà Nẵng,Nhà mặt phố,315,3,Chính Nam,8,2025,18.96
BDS_25448,TP. Hồ Chí Minh,Chung cư,126,5,Tây Nam,12,2025,4.51
BDS_25449,Hà Nội,Đất nền,110,2,Chính Đông,9,2025,14.88
BDS_25450,Bình Dương,Chung cư,153,4,Chính Đông,5,2026,8.53
BDS_25451,TP. Hồ Chí Minh,Chung cư,256,5,Tây Bắc,3,2024,8.48
BDS_25452,TP. Hồ Chí Minh,Nhà mặt phố,138,4,Chính Đông,8,2024,25.65
BDS_25453,TP. Hồ Chí Minh,Chung cư,205,5,Chính Đông,10,2024,9.22
BDS_25454,TP. Hồ Chí Minh,Nhà mặt phố,51,2,Chính Đông,2,2025,8.22
BDS_25455,Hà Nội,Nhà mặt phố,208,4,Chính Đông,1,2026,32.5
BDS_25456,Hà Nội,Nhà mặt phố,275,5,Chính Nam,11,2024,33.22
BDS_25457,Đà Nẵng,Chung cư,230,5,Tây Bắc,2,2026,6.63
BDS_25458,Thái Nguyên,Đất nền,145,5,Đông Nam,10,2024,8.17
BDS_25459,Hà Nội,Chung cư,82,2,Đông Nam,1,2026,4.24
BDS_25460,TP. Hồ Chí Minh,Đất nền,195,2,Tây Bắc,2,2024,13.38
BDS_25461,TP. Hồ Chí Minh,Đất nền,205,4,Đông Nam,2,2025,25.42
BDS_25462,Hà Nội,Nhà mặt phố,216,4,Tây Bắc,5,2026,43.24
BDS_25463,TP. Hồ Chí Minh,Đất nền,292,3,Tây Nam,8,2024,34.62
BDS_25464,TP. Hồ Chí Minh,Chung cư,330,5,Chính Đông,10,2025,18.54
BDS_25465,TP. Hồ Chí Minh,Chung cư,111,1,Chính Nam,10,2025,7.35
BDS_25466,Đà Nẵng,Chung cư,253,3,Chính Đông,9,2025,14.31
BDS_25467,Hà Nội,Chung cư,104,4,Chính Đông,3,2026,4.46
BDS_25468,TP. Hồ Chí Minh,Chung cư,123,4,Tây Nam,4,2024,6.29
BDS_25469,TP. Hồ Chí Minh,Nhà mặt phố,60,3,Đông Nam,1,2024,6.59
BDS_25470,TP. Hồ Chí Minh,Chung cư,227,5,Đông Nam,2,2025,16.08
BDS_25471,Hà Nội,Đất nền,248,5,Đông Nam,1,2025,18.44
BDS_25472,TP. Hồ Chí Minh,Nhà mặt phố,108,4,Chính Nam,3,2026,20.8
BDS_25473,Đà Nẵng,Chung cư,86,4,Tây Nam,3,2026,2.97
BDS_25474,Hà Nội,Đất nền,42,1,Tây Nam,11,2024,5.12
BDS_25475,TP. Hồ Chí Minh,Đất nền,213,3,Tây Bắc,3,2026,32.65
BDS_25476,Đà Nẵng,Đất nền,292,2,Chính Đông,7,2025,24.62
BDS_25477,Hà Nội,Đất nền,196,4,Tây Nam,12,2025,28.06
BDS_25478,Đà Nẵng,Nhà mặt phố,125,1,Chính Đông,6,2025,11.39
BDS_25479,Hà Nội,Chung cư,336,4,Tây Bắc,11,2024,24.93
BDS_25480,Hà Nội,Nhà mặt phố,111,2,Tây Nam,1,2024,10.5
BDS_25481,Hà Nội,Nhà mặt phố,154,3,Chính Nam,5,2025,14.29
BDS_25482,Hà Nội,Chung cư,86,1,Đông Nam,3,2024,4.06
BDS_25483,Hà Nội,Đất nền,203,4,Chính Nam,9,2025,18.68
BDS_25484,TP. Hồ Chí Minh,Biệt thự,43,4,Tây Nam,7,2025,8.37
BDS_25485,Hà Nội,Chung cư,85,5,Tây Nam,8,2024,3.18
BDS_25486,Bình Dương,Chung cư,126,2,Tây Bắc,5,2025,5.7
BDS_25487,TP. Hồ Chí Minh,Chung cư,268,3,Chính Nam,3,2026,16.47
BDS_25488,TP. Hồ Chí Minh,Đất nền,83,4,Chính Đông,12,2025,10.95
BDS_25489,TP. Hồ Chí Minh,Chung cư,338,4,Tây Nam,9,2024,17.74
BDS_25490,TP. Hồ Chí Minh,Chung cư,123,3,Chính Nam,8,2024,6.48
BDS_25491,TP. Hồ Chí Minh,Chung cư,47,1,Đông Nam,11,2024,1.84
BDS_25492,Hà Nội,Nhà mặt phố,189,3,Tây Bắc,2,2024,17.2
BDS_25493,Thái Nguyên,Nhà mặt phố,168,3,Tây Bắc,3,2026,7.81
BDS_25494,TP. Hồ Chí Minh,Nhà mặt phố,31,3,Chính Đông,3,2026,6.9
BDS_25495,Hà Nội,Nhà mặt phố,250,4,Tây Nam,1,2024,45.6
BDS_25496,TP. Hồ Chí Minh,Biệt thự,126,2,Chính Đông,3,2026,20.26
BDS_25497,TP. Hồ Chí Minh,Nhà mặt phố,345,1,Tây Nam,2,2025,63.73
BDS_25498,Hà Nội,Đất nền,341,5,Đông Nam,8,2024,23.29
BDS_25499,Đà Nẵng,Biệt thự,158,4,Tây Nam,10,2025,18.44
BDS_25500,TP. Hồ Chí Minh,Chung cư,279,5,Chính Nam,4,2024,19.36
BDS_25501,TP. Hồ Chí Minh,Chung cư,41,5,Chính Nam,8,2025,2.88
BDS_25502,TP. Hồ Chí Minh,Nhà mặt phố,141,1,Tây Bắc,7,2024,25.79
BDS_25503,Bình Dương,Chung cư,162,5,Đông Nam,11,2024,7.65
BDS_25504,Hà Nội,Nhà mặt phố,267,4,Đông Nam,12,2025,32.0
BDS_25505,TP. Hồ Chí Minh,Nhà mặt phố,235,5,Chính Nam,1,2024,44.75
BDS_25506,Hà Nội,Chung cư,209,5,Đông Nam,2,2026,8.48
BDS_25507,TP. Hồ Chí Minh,Nhà mặt phố,258,5,Chính Đông,3,2026,25.34
BDS_25508,Hà Nội,Chung cư,343,4,Tây Nam,6,2024,15.46
BDS_25509,Hà Nội,Chung cư,187,3,Chính Đông,7,2024,6.93
BDS_25510,Đà Nẵng,Đất nền,47,4,Đông Nam,4,2025,2.69
BDS_25511,TP. Hồ Chí Minh,Chung cư,66,5,Chính Nam,3,2026,5.45
BDS_25512,Hà Nội,Nhà mặt phố,175,5,Đông Nam,7,2024,19.96
BDS_25513,TP. Hồ Chí Minh,Nhà mặt phố,193,3,Đông Nam,2,2025,19.99
BDS_25514,TP. Hồ Chí Minh,Chung cư,84,4,Chính Đông,6,2025,5.16
BDS_25515,Hà Nội,Chung cư,341,4,Tây Nam,8,2024,20.35
BDS_25516,Hà Nội,Nhà mặt phố,89,4,Chính Đông,5,2026,11.83
BDS_25517,Bình Dương,Nhà mặt phố,123,5,Chính Nam,6,2024,8.46
BDS_25518,TP. Hồ Chí Minh,Nhà mặt phố,107,1,Tây Bắc,1,2025,19.19
BDS_25519,Hà Nội,Đất nền,244,5,Tây Bắc,2,2024,23.27
BDS_25520,Đà Nẵng,Chung cư,76,2,Chính Đông,3,2024,1.81
BDS_25521,TP. Hồ Chí Minh,Chung cư,178,3,Chính Nam,2,2025,13.76
BDS_25522,Hà Nội,Nhà mặt phố,187,2,Đông Nam,2,2025,35.95
BDS_25523,Hà Nội,Đất nền,87,2,Chính Đông,8,2024,7.23
BDS_25524,Hà Nội,Nhà mặt phố,219,1,Tây Bắc,3,2025,28.39
BDS_25525,Đà Nẵng,Chung cư,105,3,Tây Nam,7,2025,2.89
BDS_25526,Hà Nội,Nhà mặt phố,76,3,Chính Đông,9,2025,11.36
BDS_25527,Hà Nội,Nhà mặt phố,74,2,Đông Nam,7,2024,6.73
BDS_25528,Thái Nguyên,Nhà mặt phố,84,4,Tây Bắc,8,2025,4.72
BDS_25529,Hà Nội,Đất nền,137,2,Chính Đông,10,2024,14.0
BDS_25530,TP. Hồ Chí Minh,Chung cư,45,1,Tây Nam,4,2024,3.32
BDS_25531,Hà Nội,Nhà mặt phố,347,1,Tây Bắc,3,2026,55.28
BDS_25532,TP. Hồ Chí Minh,Đất nền,233,3,Đông Nam,4,2025,27.13
BDS_25533,Hà Nội,Biệt thự,118,3,Chính Nam,6,2025,17.52
BDS_25534,Hà Nội,Biệt thự,263,1,Đông Nam,1,2026,44.22
BDS_25535,TP. Hồ Chí Minh,Nhà mặt phố,201,4,Chính Đông,12,2024,22.78
BDS_25536,TP. Hồ Chí Minh,Nhà mặt phố,109,1,Chính Nam,3,2026,15.69
BDS_25537,TP. Hồ Chí Minh,Nhà mặt phố,262,1,Chính Đông,4,2025,30.43
BDS_25538,TP. Hồ Chí Minh,Đất nền,248,4,Chính Nam,8,2024,34.15
BDS_25539,TP. Hồ Chí Minh,Chung cư,177,1,Chính Nam,1,2024,9.65
BDS_25540,TP. Hồ Chí Minh,Chung cư,266,5,Đông Nam,12,2024,11.12
BDS_25541,TP. Hồ Chí Minh,Biệt thự,85,2,Đông Nam,4,2024,13.6
BDS_25542,TP. Hồ Chí Minh,Chung cư,110,4,Đông Nam,6,2025,3.87
BDS_25543,TP. Hồ Chí Minh,Chung cư,165,1,Đông Nam,7,2025,7.78
BDS_25544,TP. Hồ Chí Minh,Biệt thự,286,1,Tây Nam,5,2025,74.8
BDS_25545,Hà Nội,Chung cư,121,1,Tây Bắc,1,2024,8.6
BDS_25546,Hà Nội,Chung cư,200,5,Tây Bắc,1,2026,10.24
BDS_25547,Hà Nội,Biệt thự,119,2,Tây Nam,3,2026,38.78
BDS_25548,Thái Nguyên,Chung cư,94,1,Chính Nam,1,2025,3.17
BDS_25549,TP. Hồ Chí Minh,Nhà mặt phố,153,1,Tây Nam,2,2025,28.82
BDS_25550,TP. Hồ Chí Minh,Nhà mặt phố,88,2,Tây Bắc,9,2025,8.75
BDS_25551,Hà Nội,Đất nền,326,5,Chính Nam,5,2026,33.32
BDS_25552,Hà Nội,Chung cư,254,4,Đông Nam,1,2025,9.5
BDS_25553,Thái Nguyên,Chung cư,43,1,Tây Bắc,8,2024,1.4
BDS_25554,Thái Nguyên,Nhà mặt phố,113,1,Đông Nam,8,2025,9.97
BDS_25555,Hà Nội,Nhà mặt phố,45,3,Tây Bắc,4,2025,8.58
BDS_25556,TP. Hồ Chí Minh,Chung cư,47,5,Tây Bắc,12,2025,3.74
BDS_25557,TP. Hồ Chí Minh,Nhà mặt phố,266,1,Chính Nam,12,2025,26.51
BDS_25558,Hà Nội,Biệt thự,33,4,Tây Bắc,6,2025,7.69
BDS_25559,TP. Hồ Chí Minh,Chung cư,247,3,Tây Nam,3,2026,21.67
BDS_25560,TP. Hồ Chí Minh,Chung cư,170,5,Chính Nam,9,2025,14.65
BDS_25561,TP. Hồ Chí Minh,Chung cư,83,3,Tây Nam,1,2024,3.51
BDS_25562,Hà Nội,Nhà mặt phố,246,1,Chính Đông,4,2024,36.2
BDS_25563,Hà Nội,Chung cư,306,3,Chính Nam,8,2024,22.8
BDS_25564,Hà Nội,Nhà mặt phố,316,4,Chính Đông,5,2025,60.82
BDS_25565,Hà Nội,Đất nền,34,2,Chính Nam,6,2024,3.95
BDS_25566,TP. Hồ Chí Minh,Chung cư,294,5,Chính Đông,6,2025,17.51
BDS_25567,Hà Nội,Chung cư,74,5,Chính Đông,3,2026,6.37
